precision	recall	threshold	method
20.1013513514	63.6363636364	0.38	fathmm_coding
20.4728950404	63.2798573975	0.39	fathmm_coding
20.7746478873	63.1016042781	0.4	fathmm_coding
20.8556149733	62.5668449198	0.41	fathmm_coding
21.1515151515	62.2103386809	0.42	fathmm_coding
21.2792127921	61.6755793226	0.43	fathmm_coding
21.5490318551	61.4973262032	0.44	fathmm_coding
21.8412698413	61.3190730838	0.45	fathmm_coding
22.085492228	60.7843137255	0.46	fathmm_coding
22.1349050426	60.2495543672	0.47	fathmm_coding
22.4816544363	60.0713012478	0.48	fathmm_coding
22.8319783198	60.0713012478	0.49	fathmm_coding
23.0082417582	59.7147950089	0.5	fathmm_coding
23.2800555942	59.7147950089	0.51	fathmm_coding
23.4715390021	59.5365418895	0.52	fathmm_coding
23.7312365976	59.1800356506	0.53	fathmm_coding
23.8784370478	58.8235294118	0.54	fathmm_coding
24.1404535479	58.8235294118	0.55	fathmm_coding
24.5339299031	58.6452762923	0.56	fathmm_coding
24.7727272727	58.2887700535	0.57	fathmm_coding
25.0580046404	57.7540106952	0.58	fathmm_coding
25.2755905512	57.2192513369	0.59	fathmm_coding
25.641025641	57.0409982175	0.6	fathmm_coding
25.974025974	57.0409982175	0.61	fathmm_coding
26.0296540362	56.3279857398	0.62	fathmm_coding
26.4358108108	55.7932263815	0.63	fathmm_coding
26.6149870801	55.0802139037	0.64	fathmm_coding
26.7888307155	54.7237076649	0.65	fathmm_coding
27.183600713	54.367201426	0.66	fathmm_coding
27.5956284153	54.0106951872	0.67	fathmm_coding
27.808988764	52.9411764706	0.68	fathmm_coding
28.3126787417	52.9411764706	0.69	fathmm_coding
28.8499025341	52.7629233512	0.7	fathmm_coding
29.4589178357	52.4064171123	0.71	fathmm_coding
30.0411522634	52.0499108734	0.72	fathmm_coding
30.3347280335	51.6934046346	0.73	fathmm_coding
30.8602150538	51.1586452763	0.74	fathmm_coding
31.8181818182	51.1586452763	0.75	fathmm_coding
32.4541284404	50.4456327986	0.76	fathmm_coding
33.1367924528	50.0891265597	0.77	fathmm_coding
33.5766423358	49.1978609626	0.78	fathmm_coding
34.2171717172	48.3065953654	0.79	fathmm_coding
34.9350649351	47.9500891266	0.8	fathmm_coding
35.6857523302	47.7718360071	0.81	fathmm_coding
36.4640883978	47.0588235294	0.82	fathmm_coding
37.089871612	46.3458110517	0.83	fathmm_coding
38.3358098068	45.9893048128	0.84	fathmm_coding
39.2307692308	45.4545454545	0.85	fathmm_coding
40.0318979266	44.7415329768	0.86	fathmm_coding
41.3333333333	44.2067736185	0.87	fathmm_coding
42.0138888889	43.137254902	0.88	fathmm_coding
43.4862385321	42.2459893048	0.89	fathmm_coding
44.5328031809	39.9286987522	0.9	fathmm_coding
45.9574468085	38.5026737968	0.91	fathmm_coding
47.2813238771	35.6506238859	0.92	fathmm_coding
48.7244897959	34.0463458111	0.93	fathmm_coding
50.6963788301	32.4420677362	0.94	fathmm_coding
53.4375	30.4812834225	0.95	fathmm_coding
56.1594202899	27.6292335116	0.96	fathmm_coding
57.6744186047	22.1033868093	0.97	fathmm_coding
58.5987261146	16.3992869875	0.98	fathmm_coding
56.8421052632	9.6256684492	0.99	fathmm_coding
	0.0	1.0	fathmm_coding
4.05962804834	100.0	-1.383329	cadd
4.06279526128	99.6434937611	-0.883329	cadd
4.20635525413	98.3957219251	-0.383329	cadd
5.66104493454	85.5614973262	0.116671	cadd
9.40170940171	66.6666666667	0.616671	cadd
13.0434782609	56.1497326203	1.116671	cadd
18.7824795843	45.0980392157	1.616671	cadd
35.8131487889	36.8983957219	2.116671	cadd
70.1960784314	31.9073083779	2.616671	cadd
80.0	29.9465240642	3.116671	cadd
80.7486631016	26.9162210339	3.616671	cadd
80.7228915663	23.8859180036	4.116671	cadd
80.4347826087	19.7860962567	4.616671	cadd
81.3186813187	13.1907308378	5.116671	cadd
91.4285714286	5.70409982175	5.616671	cadd
100.0	0.713012477718	6.116671	cadd
	0.0	6.616671	cadd
5.51470588235	5.34759358289	0.0	fitcons
5.51470588235	5.34759358289	0.01	fitcons
5.51470588235	5.34759358289	0.02	fitcons
5.51470588235	5.34759358289	0.03	fitcons
5.45454545455	5.34759358289	0.04	fitcons
5.48885077187	5.70409982175	0.05	fitcons
4.30450378637	19.2513368984	0.06	fitcons
3.76457099178	35.1158645276	0.07	fitcons
4.17170495768	49.1978609626	0.08	fitcons
3.94823715833	53.2976827094	0.09	fitcons
3.77844568484	62.7450980392	0.1	fitcons
3.79132544738	66.8449197861	0.11	fitcons
3.79390646225	69.696969697	0.12	fitcons
3.73297781164	69.8752228164	0.13	fitcons
3.71740161214	69.8752228164	0.14	fitcons
3.71634433068	69.8752228164	0.15	fitcons
3.75490545844	75.0445632799	0.16	fitcons
3.89467445602	81.9964349376	0.17	fitcons
3.89467445602	81.9964349376	0.18	fitcons
3.89358108108	82.174688057	0.19	fitcons
3.89314906885	82.3529411765	0.2	fitcons
3.90572390572	82.7094474153	0.21	fitcons
3.89588581024	82.7094474153	0.22	fitcons
3.89425094419	82.7094474153	0.23	fitcons
3.89382013063	82.8877005348	0.24	fitcons
3.89284219339	82.8877005348	0.25	fitcons
3.89724711908	86.8092691622	0.26	fitcons
3.93857415659	88.2352941176	0.27	fitcons
3.93481717011	88.2352941176	0.28	fitcons
3.93483906508	89.1265597148	0.29	fitcons
4.04390100177	97.8609625668	0.3	fitcons
4.04390100177	97.8609625668	0.31	fitcons
4.04390100177	97.8609625668	0.32	fitcons
4.04143565801	98.752228164	0.33	fitcons
4.04143565801	98.752228164	0.34	fitcons
4.04143565801	98.752228164	0.35	fitcons
4.05287623475	99.4652406417	0.36	fitcons
4.0487592512	99.4652406417	0.37	fitcons
4.0487592512	99.4652406417	0.38	fitcons
4.0487592512	99.4652406417	0.39	fitcons
4.0487592512	99.4652406417	0.4	fitcons
4.0487592512	99.4652406417	0.41	fitcons
4.0487592512	99.4652406417	0.42	fitcons
4.0557208155	99.6434937611	0.43	fitcons
4.0557208155	99.6434937611	0.44	fitcons
4.0557208155	99.6434937611	0.45	fitcons
4.0557208155	99.6434937611	0.46	fitcons
4.05336813864	99.6434937611	0.47	fitcons
4.05336813864	99.6434937611	0.48	fitcons
4.05336813864	99.6434937611	0.49	fitcons
4.05219282349	99.6434937611	0.5	fitcons
4.05219282349	99.6434937611	0.51	fitcons
4.05189910119	99.6434937611	0.52	fitcons
4.05189910119	99.6434937611	0.53	fitcons
4.05189910119	99.6434937611	0.54	fitcons
4.05189910119	99.6434937611	0.55	fitcons
4.05189910119	99.6434937611	0.56	fitcons
4.05189910119	99.6434937611	0.57	fitcons
4.05131178432	99.6434937611	0.58	fitcons
4.05131178432	99.6434937611	0.59	fitcons
4.05131178432	99.6434937611	0.6	fitcons
4.05131178432	99.6434937611	0.61	fitcons
4.05043112818	99.6434937611	0.62	fitcons
4.05738298797	99.8217468806	0.63	fitcons
4.05620744604	99.8217468806	0.64	fitcons
4.05620744604	99.8217468806	0.65	fitcons
4.05591366698	99.8217468806	0.66	fitcons
4.06286210892	100.0	0.67	fitcons
4.06168549088	100.0	0.68	fitcons
4.06168549088	100.0	0.69	fitcons
4.06168549088	100.0	0.7	fitcons
4.06050955414	100.0	0.71	fitcons
4.06050955414	100.0	0.72	fitcons
4.06050955414	100.0	0.73	fitcons
4.05962804834	100.0	0.74	fitcons
4.05962804834	100.0	0.75	fitcons
4.05962804834	100.0	0.76	fitcons
4.05962804834	100.0	0.77	fitcons
4.05962804834	100.0	0.78	fitcons
4.05962804834	100.0	0.79	fitcons
4.05962804834	100.0	0.8	fitcons
4.05962804834	100.0	0.81	fitcons
4.05962804834	100.0	0.82	fitcons
4.05962804834	100.0	0.83	fitcons
4.05962804834	100.0	0.84	fitcons
4.05962804834	100.0	0.85	fitcons
4.05962804834	100.0	0.86	fitcons
4.05962804834	100.0	0.87	fitcons
4.05962804834	100.0	0.88	fitcons
4.05962804834	100.0	0.89	fitcons
4.05962804834	100.0	0.9	fitcons
4.05962804834	100.0	0.91	fitcons
4.05962804834	100.0	0.92	fitcons
4.05962804834	100.0	0.93	fitcons
4.05962804834	100.0	0.94	fitcons
4.05962804834	100.0	0.95	fitcons
4.05962804834	100.0	0.96	fitcons
4.05962804834	100.0	0.97	fitcons
4.05962804834	100.0	0.98	fitcons
4.05962804834	100.0	0.99	fitcons
4.05962804834	100.0	1.0	fitcons
4.05962804834	100.0	0.0	dann
4.05962804834	100.0	0.001	dann
4.05962804834	100.0	0.002	dann
4.05962804834	100.0	0.003	dann
4.05962804834	100.0	0.004	dann
4.05962804834	100.0	0.005	dann
4.05962804834	100.0	0.006	dann
4.05962804834	100.0	0.007	dann
4.05962804834	100.0	0.008	dann
4.05962804834	100.0	0.009	dann
4.05962804834	100.0	0.01	dann
4.05962804834	100.0	0.011	dann
4.05962804834	100.0	0.012	dann
4.05962804834	100.0	0.013	dann
4.05962804834	100.0	0.014	dann
4.05962804834	100.0	0.015	dann
4.05962804834	100.0	0.016	dann
4.05962804834	100.0	0.017	dann
4.05962804834	100.0	0.018	dann
4.05962804834	100.0	0.019	dann
4.05962804834	100.0	0.02	dann
4.05962804834	100.0	0.021	dann
4.05962804834	100.0	0.022	dann
4.05962804834	100.0	0.023	dann
4.05962804834	100.0	0.024	dann
4.05962804834	100.0	0.025	dann
4.05962804834	100.0	0.026	dann
4.05962804834	100.0	0.027	dann
4.05962804834	100.0	0.028	dann
4.05962804834	100.0	0.029	dann
4.05962804834	100.0	0.03	dann
4.05962804834	100.0	0.031	dann
4.05962804834	100.0	0.032	dann
4.05962804834	100.0	0.033	dann
4.05962804834	100.0	0.034	dann
4.05962804834	100.0	0.035	dann
4.05962804834	100.0	0.036	dann
4.05962804834	100.0	0.037	dann
4.05962804834	100.0	0.038	dann
4.05962804834	100.0	0.039	dann
4.05962804834	100.0	0.04	dann
4.05962804834	100.0	0.041	dann
4.05962804834	100.0	0.042	dann
4.05962804834	100.0	0.043	dann
4.05962804834	100.0	0.044	dann
4.05962804834	100.0	0.045	dann
4.05962804834	100.0	0.046	dann
4.05962804834	100.0	0.047	dann
4.05962804834	100.0	0.048	dann
4.05962804834	100.0	0.049	dann
4.05962804834	100.0	0.05	dann
4.05962804834	100.0	0.051	dann
4.05962804834	100.0	0.052	dann
4.05962804834	100.0	0.053	dann
4.05962804834	100.0	0.054	dann
4.05962804834	100.0	0.055	dann
4.05962804834	100.0	0.056	dann
4.05962804834	100.0	0.057	dann
4.05962804834	100.0	0.058	dann
4.05962804834	100.0	0.059	dann
4.05962804834	100.0	0.06	dann
4.05962804834	100.0	0.061	dann
4.05962804834	100.0	0.062	dann
4.05962804834	100.0	0.063	dann
4.05962804834	100.0	0.064	dann
4.05962804834	100.0	0.065	dann
4.05962804834	100.0	0.066	dann
4.05962804834	100.0	0.067	dann
4.05962804834	100.0	0.068	dann
4.05962804834	100.0	0.069	dann
4.05962804834	100.0	0.07	dann
4.05962804834	100.0	0.071	dann
4.05962804834	100.0	0.072	dann
4.05962804834	100.0	0.073	dann
4.05962804834	100.0	0.074	dann
4.05962804834	100.0	0.075	dann
4.05962804834	100.0	0.076	dann
4.05962804834	100.0	0.077	dann
4.05962804834	100.0	0.078	dann
4.05962804834	100.0	0.079	dann
4.05962804834	100.0	0.08	dann
4.05962804834	100.0	0.081	dann
4.05962804834	100.0	0.082	dann
4.05962804834	100.0	0.083	dann
4.05962804834	100.0	0.084	dann
4.05962804834	100.0	0.085	dann
4.05992184108	100.0	0.086	dann
4.05992184108	100.0	0.087	dann
4.05992184108	100.0	0.088	dann
4.05992184108	100.0	0.089	dann
4.05992184108	100.0	0.09	dann
4.05992184108	100.0	0.091	dann
4.05992184108	100.0	0.092	dann
4.05992184108	100.0	0.093	dann
4.05992184108	100.0	0.094	dann
4.05992184108	100.0	0.095	dann
4.05992184108	100.0	0.096	dann
4.05992184108	100.0	0.097	dann
4.06021567634	100.0	0.098	dann
4.06050955414	100.0	0.099	dann
4.06080347448	100.0	0.1	dann
4.06080347448	100.0	0.101	dann
4.06080347448	100.0	0.102	dann
4.06080347448	100.0	0.103	dann
4.06080347448	100.0	0.104	dann
4.06139144284	100.0	0.105	dann
4.06139144284	100.0	0.106	dann
4.06139144284	100.0	0.107	dann
4.06139144284	100.0	0.108	dann
4.06139144284	100.0	0.109	dann
4.06139144284	100.0	0.11	dann
4.06139144284	100.0	0.111	dann
4.06139144284	100.0	0.112	dann
4.06139144284	100.0	0.113	dann
4.06139144284	100.0	0.114	dann
4.06168549088	100.0	0.115	dann
4.06168549088	100.0	0.116	dann
4.06168549088	100.0	0.117	dann
4.06168549088	100.0	0.118	dann
4.06168549088	100.0	0.119	dann
4.06168549088	100.0	0.12	dann
4.06168549088	100.0	0.121	dann
4.06168549088	100.0	0.122	dann
4.06168549088	100.0	0.123	dann
4.06168549088	100.0	0.124	dann
4.06168549088	100.0	0.125	dann
4.06168549088	100.0	0.126	dann
4.06168549088	100.0	0.127	dann
4.06168549088	100.0	0.128	dann
4.06168549088	100.0	0.129	dann
4.06168549088	100.0	0.13	dann
4.06168549088	100.0	0.131	dann
4.06197958149	100.0	0.132	dann
4.06197958149	100.0	0.133	dann
4.06197958149	100.0	0.134	dann
4.0622737147	100.0	0.135	dann
4.0622737147	100.0	0.136	dann
4.0622737147	100.0	0.137	dann
4.0622737147	100.0	0.138	dann
4.0622737147	100.0	0.139	dann
4.06256789051	100.0	0.14	dann
4.06286210892	100.0	0.141	dann
4.06286210892	100.0	0.142	dann
4.06286210892	100.0	0.143	dann
4.06286210892	100.0	0.144	dann
4.06286210892	100.0	0.145	dann
4.06315636996	100.0	0.146	dann
4.06315636996	100.0	0.147	dann
4.06345067362	100.0	0.148	dann
4.06345067362	100.0	0.149	dann
4.06345067362	100.0	0.15	dann
4.06345067362	100.0	0.151	dann
4.06345067362	100.0	0.152	dann
4.06403940887	100.0	0.153	dann
4.06462831474	100.0	0.154	dann
4.06462831474	100.0	0.155	dann
4.06492283168	100.0	0.156	dann
4.06492283168	100.0	0.157	dann
4.0652173913	100.0	0.158	dann
4.0652173913	100.0	0.159	dann
4.06551199362	100.0	0.16	dann
4.06551199362	100.0	0.161	dann
4.06580663864	100.0	0.162	dann
4.06580663864	100.0	0.163	dann
4.06669083001	100.0	0.164	dann
4.06698564593	100.0	0.165	dann
4.0672805046	100.0	0.166	dann
4.0672805046	100.0	0.167	dann
4.0672805046	100.0	0.168	dann
4.0672805046	100.0	0.169	dann
4.06757540603	100.0	0.17	dann
4.06757540603	100.0	0.171	dann
4.06757540603	100.0	0.172	dann
4.06757540603	100.0	0.173	dann
4.0681653372	100.0	0.174	dann
4.06875543951	100.0	0.175	dann
4.06934571304	100.0	0.176	dann
4.06934571304	100.0	0.177	dann
4.06934571304	100.0	0.178	dann
4.06964091404	100.0	0.179	dann
4.06993615786	100.0	0.18	dann
4.07052677405	100.0	0.181	dann
4.07141301981	100.0	0.182	dann
4.07141301981	100.0	0.183	dann
4.07170852083	100.0	0.184	dann
4.07200406475	100.0	0.185	dann
4.07259528131	100.0	0.186	dann
4.07259528131	100.0	0.187	dann
4.07259528131	100.0	0.188	dann
4.07289095397	100.0	0.189	dann
4.07318666957	100.0	0.19	dann
4.07348242812	100.0	0.191	dann
4.07348242812	100.0	0.192	dann
4.07407407407	100.0	0.193	dann
4.07466589192	100.0	0.194	dann
4.07496186533	100.0	0.195	dann
4.07525788174	100.0	0.196	dann
4.07555394116	100.0	0.197	dann
4.07585004359	100.0	0.198	dann
4.07644237756	100.0	0.199	dann
4.07644237756	100.0	0.2	dann
4.0773312014	100.0	0.201	dann
4.07851690294	100.0	0.202	dann
4.07881343609	100.0	0.203	dann
4.07970329431	100.0	0.204	dann
4.08	100.0	0.205	dann
4.08029674885	100.0	0.206	dann
4.08089037608	100.0	0.207	dann
4.08118725447	100.0	0.208	dann
4.08148417606	100.0	0.209	dann
4.08148417606	100.0	0.21	dann
4.08148417606	100.0	0.211	dann
4.08237520012	100.0	0.212	dann
4.08326661329	100.0	0.213	dann
4.08356383753	100.0	0.214	dann
4.08445576993	100.0	0.215	dann
4.08475316732	100.0	0.216	dann
4.08505060802	100.0	0.217	dann
4.08505060802	100.0	0.218	dann
4.0856456194	100.0	0.219	dann
4.08624080414	100.0	0.22	dann
4.08713390645	100.0	0.221	dann
4.08772952492	100.0	0.222	dann
4.08862327819	100.0	0.223	dann
4.0889212828	100.0	0.224	dann
4.08951742236	100.0	0.225	dann
4.09130688448	100.0	0.226	dann
4.09190371991	100.0	0.227	dann
4.0925007295	100.0	0.228	dann
4.09279929963	100.0	0.229	dann
4.09309791332	100.0	0.23	dann
4.09399401591	100.0	0.231	dann
4.09429280397	100.0	0.232	dann
4.09668467942	100.0	0.233	dann
4.09818102126	100.0	0.234	dann
4.0987798641	100.0	0.235	dann
4.10027773717	100.0	0.236	dann
4.1014768241	100.0	0.237	dann
4.10297666935	100.0	0.238	dann
4.10417733558	100.0	0.239	dann
4.10597965308	100.0	0.24	dann
4.10718207775	100.0	0.241	dann
4.10808435852	100.0	0.242	dann
4.10838520688	100.0	0.243	dann
4.1095890411	100.0	0.244	dann
4.11049237984	100.0	0.245	dann
4.11139611579	100.0	0.246	dann
4.11260171542	100.0	0.247	dann
4.11350637923	100.0	0.248	dann
4.11350637923	100.0	0.249	dann
4.11410970959	100.0	0.25	dann
4.11622276029	100.0	0.251	dann
4.11743119266	100.0	0.252	dann
4.11894273128	100.0	0.253	dann
4.11985018727	100.0	0.254	dann
4.12106075075	100.0	0.255	dann
4.12227202587	100.0	0.256	dann
4.12378712143	100.0	0.257	dann
4.125	100.0	0.258	dann
4.12651710188	100.0	0.259	dann
4.12712425513	100.0	0.26	dann
4.1283390978	100.0	0.261	dann
4.13016270338	100.0	0.262	dann
4.13137933574	100.0	0.263	dann
4.13229228049	100.0	0.264	dann
4.13381475204	100.0	0.265	dann
4.13533834586	100.0	0.266	dann
4.13625304136	100.0	0.267	dann
4.13838890528	100.0	0.268	dann
4.13991587337	100.0	0.269	dann
4.13345143195	99.8217468806	0.27	dann
4.13406171564	99.8217468806	0.271	dann
4.13558821357	99.8217468806	0.272	dann
4.13895048041	99.8217468806	0.273	dann
4.14078674948	99.8217468806	0.274	dann
4.1423182188	99.8217468806	0.275	dann
4.14293112377	99.8217468806	0.276	dann
4.14415747798	99.8217468806	0.277	dann
4.14538455844	99.8217468806	0.278	dann
4.14661236579	99.8217468806	0.279	dann
4.14722654225	99.8217468806	0.28	dann
4.14968506854	99.8217468806	0.281	dann
4.15183867141	99.8217468806	0.282	dann
4.1552274245	99.8217468806	0.283	dann
4.15646107029	99.8217468806	0.284	dann
4.15707816792	99.8217468806	0.285	dann
4.15862171395	99.8217468806	0.286	dann
4.15954839189	99.8217468806	0.287	dann
4.16233090531	99.8217468806	0.288	dann
4.16387835527	99.8217468806	0.289	dann
4.16635666989	99.8217468806	0.29	dann
4.16790711521	99.8217468806	0.291	dann
4.17039022937	99.8217468806	0.292	dann
4.17256538261	99.8217468806	0.293	dann
4.16790933492	99.6434937611	0.294	dann
4.16977472773	99.6434937611	0.295	dann
4.17133049772	99.6434937611	0.296	dann
4.1738221459	99.6434937611	0.297	dann
4.17506908656	99.6434937611	0.298	dann
4.17725302645	99.6434937611	0.299	dann
4.17912679426	99.6434937611	0.3	dann
4.18319239692	99.6434937611	0.301	dann
4.18444494348	99.6434937611	0.302	dann
4.18507149809	99.6434937611	0.303	dann
4.18632517037	99.6434937611	0.304	dann
4.18820708774	99.6434937611	0.305	dann
4.18977664518	99.6434937611	0.306	dann
4.1904047976	99.6434937611	0.307	dann
4.18667466987	99.4652406417	0.308	dann
4.18887470911	99.4652406417	0.309	dann
4.19265158915	99.4652406417	0.31	dann
4.1954887218	99.4652406417	0.311	dann
4.19801384291	99.4652406417	0.312	dann
4.19332982007	99.2869875223	0.313	dann
4.18990203466	99.1087344029	0.314	dann
4.1917973462	99.1087344029	0.315	dann
4.18867924528	98.9304812834	0.316	dann
4.1918429003	98.9304812834	0.317	dann
4.19469427859	98.9304812834	0.318	dann
4.19723209559	98.9304812834	0.319	dann
4.19977298524	98.9304812834	0.32	dann
4.20199878861	98.9304812834	0.321	dann
4.20454545455	98.9304812834	0.322	dann
4.20805216468	98.9304812834	0.323	dann
