precision	recall	threshold	method
3.72710492688	100.0	0.008	dann
3.72710492688	100.0	0.009	dann
3.72710492688	100.0	0.01	dann
3.72710492688	100.0	0.011	dann
3.72710492688	100.0	0.012	dann
3.72710492688	100.0	0.013	dann
3.72710492688	100.0	0.014	dann
3.72710492688	100.0	0.015	dann
3.72710492688	100.0	0.016	dann
3.72710492688	100.0	0.017	dann
3.72710492688	100.0	0.018	dann
3.72710492688	100.0	0.019	dann
3.72710492688	100.0	0.02	dann
3.72710492688	100.0	0.021	dann
3.72710492688	100.0	0.022	dann
3.72710492688	100.0	0.023	dann
3.72710492688	100.0	0.024	dann
3.72710492688	100.0	0.025	dann
3.72710492688	100.0	0.026	dann
3.72710492688	100.0	0.027	dann
3.72710492688	100.0	0.028	dann
3.72710492688	100.0	0.029	dann
3.72710492688	100.0	0.03	dann
3.72710492688	100.0	0.031	dann
3.72710492688	100.0	0.032	dann
3.72710492688	100.0	0.033	dann
3.72710492688	100.0	0.034	dann
3.72710492688	100.0	0.035	dann
3.72710492688	100.0	0.036	dann
3.72710492688	100.0	0.037	dann
3.72710492688	100.0	0.038	dann
3.72710492688	100.0	0.039	dann
3.72710492688	100.0	0.04	dann
3.72710492688	100.0	0.041	dann
3.72710492688	100.0	0.042	dann
3.72710492688	100.0	0.043	dann
3.72710492688	100.0	0.044	dann
3.72710492688	100.0	0.045	dann
3.72710492688	100.0	0.046	dann
3.72710492688	100.0	0.047	dann
3.72710492688	100.0	0.048	dann
3.72710492688	100.0	0.049	dann
3.72710492688	100.0	0.05	dann
3.72710492688	100.0	0.051	dann
3.72710492688	100.0	0.052	dann
3.72710492688	100.0	0.053	dann
3.72710492688	100.0	0.054	dann
3.72710492688	100.0	0.055	dann
3.72710492688	100.0	0.056	dann
3.72710492688	100.0	0.057	dann
3.72710492688	100.0	0.058	dann
3.72710492688	100.0	0.059	dann
3.72710492688	100.0	0.06	dann
3.72710492688	100.0	0.061	dann
3.72710492688	100.0	0.062	dann
3.72710492688	100.0	0.063	dann
3.72710492688	100.0	0.064	dann
3.72710492688	100.0	0.065	dann
3.72710492688	100.0	0.066	dann
3.72710492688	100.0	0.067	dann
3.72710492688	100.0	0.068	dann
3.72723722978	100.0	0.069	dann
3.72723722978	100.0	0.07	dann
3.72723722978	100.0	0.071	dann
3.72723722978	100.0	0.072	dann
3.72723722978	100.0	0.073	dann
3.72723722978	100.0	0.074	dann
3.72723722978	100.0	0.075	dann
3.72723722978	100.0	0.076	dann
3.72723722978	100.0	0.077	dann
3.72723722978	100.0	0.078	dann
3.72723722978	100.0	0.079	dann
3.72723722978	100.0	0.08	dann
3.72723722978	100.0	0.081	dann
3.72723722978	100.0	0.082	dann
3.72723722978	100.0	0.083	dann
3.72736954207	100.0	0.084	dann
3.72736954207	100.0	0.085	dann
3.72750186375	100.0	0.086	dann
3.72750186375	100.0	0.087	dann
3.72750186375	100.0	0.088	dann
3.72750186375	100.0	0.089	dann
3.72763419483	100.0	0.09	dann
3.72776653531	100.0	0.091	dann
3.72803124445	100.0	0.092	dann
3.72803124445	100.0	0.093	dann
3.72816361312	100.0	0.094	dann
3.72829599119	100.0	0.095	dann
3.72842837867	100.0	0.096	dann
3.72842837867	100.0	0.097	dann
3.72869318182	100.0	0.098	dann
3.7288255975	100.0	0.099	dann
3.72895802259	100.0	0.1	dann
3.72909045708	100.0	0.101	dann
3.72922290098	100.0	0.102	dann
3.72922290098	100.0	0.103	dann
3.72922290098	100.0	0.104	dann
3.72948781701	100.0	0.105	dann
3.72948781701	100.0	0.106	dann
3.72948781701	100.0	0.107	dann
3.72948781701	100.0	0.108	dann
3.72948781701	100.0	0.109	dann
3.72948781701	100.0	0.11	dann
3.72948781701	100.0	0.111	dann
3.72948781701	100.0	0.112	dann
3.72948781701	100.0	0.113	dann
3.72948781701	100.0	0.114	dann
3.72962028913	100.0	0.115	dann
3.72975277067	100.0	0.116	dann
3.72975277067	100.0	0.117	dann
3.72975277067	100.0	0.118	dann
3.72988526162	100.0	0.119	dann
3.72988526162	100.0	0.12	dann
3.72988526162	100.0	0.121	dann
3.72988526162	100.0	0.122	dann
3.72988526162	100.0	0.123	dann
3.72988526162	100.0	0.124	dann
3.72988526162	100.0	0.125	dann
3.73001776199	100.0	0.126	dann
3.73001776199	100.0	0.127	dann
3.73001776199	100.0	0.128	dann
3.73001776199	100.0	0.129	dann
3.73001776199	100.0	0.13	dann
3.73001776199	100.0	0.131	dann
3.73028279096	100.0	0.132	dann
3.73028279096	100.0	0.133	dann
3.73028279096	100.0	0.134	dann
3.7305478576	100.0	0.135	dann
3.73068040505	100.0	0.136	dann
3.7309455282	100.0	0.137	dann
3.7309455282	100.0	0.138	dann
3.7310781039	100.0	0.139	dann
3.73134328358	100.0	0.14	dann
3.73147588756	100.0	0.141	dann
3.73147588756	100.0	0.142	dann
3.73147588756	100.0	0.143	dann
3.73160850096	100.0	0.144	dann
3.73160850096	100.0	0.145	dann
3.73174112379	100.0	0.146	dann
3.73187375604	100.0	0.147	dann
3.73200639773	100.0	0.148	dann
3.73200639773	100.0	0.149	dann
3.73200639773	100.0	0.15	dann
3.73200639773	100.0	0.151	dann
3.73200639773	100.0	0.152	dann
3.73227170938	100.0	0.153	dann
3.7326697476	100.0	0.154	dann
3.73280244587	100.0	0.155	dann
3.73320059731	100.0	0.156	dann
3.73333333333	100.0	0.157	dann
3.73359883369	100.0	0.158	dann
3.73386437182	100.0	0.159	dann
3.73399715505	100.0	0.16	dann
3.73412994772	100.0	0.161	dann
3.73426274984	100.0	0.162	dann
3.7343955614	100.0	0.163	dann
3.73492690214	100.0	0.164	dann
3.73545839411	100.0	0.165	dann
3.73559129074	100.0	0.166	dann
3.73559129074	100.0	0.167	dann
3.73559129074	100.0	0.168	dann
3.73572419682	100.0	0.169	dann
3.73599003736	100.0	0.17	dann
3.73612297182	100.0	0.171	dann
3.73638886912	100.0	0.172	dann
3.73638886912	100.0	0.173	dann
3.73678778604	100.0	0.174	dann
3.73718678815	100.0	0.175	dann
3.7374528369	100.0	0.176	dann
3.73758587548	100.0	0.177	dann
3.73758587548	100.0	0.178	dann
3.73771892354	100.0	0.179	dann
3.73838430591	100.0	0.18	dann
3.73878364905	100.0	0.181	dann
3.73931623932	100.0	0.182	dann
3.73944941059	100.0	0.183	dann
3.73958259135	100.0	0.184	dann
3.7397157816	100.0	0.185	dann
3.73998219056	100.0	0.186	dann
3.73998219056	100.0	0.187	dann
3.74024863748	100.0	0.188	dann
3.74038187518	100.0	0.189	dann
3.74051512237	100.0	0.19	dann
3.74064837905	100.0	0.191	dann
3.74091492091	100.0	0.192	dann
3.74118150075	100.0	0.193	dann
3.74158144176	100.0	0.194	dann
3.7418481166	100.0	0.195	dann
3.74238158035	100.0	0.196	dann
3.742781778	100.0	0.197	dann
3.74318206125	100.0	0.198	dann
3.74358243012	100.0	0.199	dann
3.74371590544	100.0	0.2	dann
3.74438342486	100.0	0.201	dann
3.74505118237	100.0	0.202	dann
3.74531835206	100.0	0.203	dann
3.7459864431	100.0	0.204	dann
3.74612008991	100.0	0.205	dann
3.74652108756	100.0	0.206	dann
3.74692217107	100.0	0.207	dann
3.74705588466	100.0	0.208	dann
3.74718960779	100.0	0.209	dann
3.74718960779	100.0	0.21	dann
3.74732334047	100.0	0.211	dann
3.74772459578	100.0	0.212	dann
3.74812593703	100.0	0.213	dann
3.74852736425	100.0	0.214	dann
3.74892887746	100.0	0.215	dann
3.74946436223	100.0	0.216	dann
3.75	100.0	0.217	dann
3.75	100.0	0.218	dann
3.75026787628	100.0	0.219	dann
3.75053579083	100.0	0.22	dann
3.75107173478	100.0	0.221	dann
3.75147379328	100.0	0.222	dann
3.75201000536	100.0	0.223	dann
3.75241226503	100.0	0.224	dann
3.75268048606	100.0	0.225	dann
3.75375375375	100.0	0.226	dann
3.75415638743	100.0	0.227	dann
3.75455910749	100.0	0.228	dann
3.75482763553	100.0	0.229	dann
3.75509620199	100.0	0.23	dann
3.75549912372	100.0	0.231	dann
3.75563345018	100.0	0.232	dann
3.75670840787	100.0	0.233	dann
3.75751503006	100.0	0.234	dann
3.75791847106	100.0	0.235	dann
3.75872561303	100.0	0.236	dann
3.75939849624	100.0	0.237	dann
3.76034093758	100.0	0.238	dann
3.76087968767	100.0	0.239	dann
3.76182287188	100.0	0.24	dann
3.76263169211	100.0	0.241	dann
3.7633059747	100.0	0.242	dann
3.76344086022	100.0	0.243	dann
3.76411543287	100.0	0.244	dann
3.76452029256	100.0	0.245	dann
3.76492523934	100.0	0.246	dann
3.76560034428	100.0	0.247	dann
3.76627569138	100.0	0.248	dann
3.76627569138	100.0	0.249	dann
3.76668101593	100.0	0.25	dann
3.76789751319	100.0	0.251	dann
3.76857368459	100.0	0.252	dann
3.76938541068	100.0	0.253	dann
3.76979140488	100.0	0.254	dann
3.77033286653	100.0	0.255	dann
3.77114535072	100.0	0.256	dann
3.77236473378	100.0	0.257	dann
3.77290693496	100.0	0.258	dann
3.77399180505	100.0	0.259	dann
3.77426312006	100.0	0.26	dann
3.77494157829	100.0	0.261	dann
3.77629922676	100.0	0.262	dann
3.77684255962	100.0	0.263	dann
3.77725016188	100.0	0.264	dann
3.7780656304	100.0	0.265	dann
3.77874545651	100.0	0.266	dann
3.77928949358	100.0	0.267	dann
3.78051414992	100.0	0.268	dann
3.78146720928	100.0	0.269	dann
3.77841011418	99.9047619048	0.27	dann
3.77868232412	99.9047619048	0.271	dann
3.77949918934	99.9047619048	0.272	dann
3.7816792242	99.9047619048	0.273	dann
3.78249738579	99.9047619048	0.274	dann
3.78331590147	99.9047619048	0.275	dann
3.78386177542	99.9047619048	0.276	dann
3.78468088177	99.9047619048	0.277	dann
3.78536374134	99.9047619048	0.278	dann
3.78257417166	99.8095238095	0.279	dann
3.78312035232	99.8095238095	0.28	dann
3.78462316276	99.8095238095	0.281	dann
3.78558011848	99.8095238095	0.282	dann
3.78708488418	99.8095238095	0.283	dann
3.78831694621	99.8095238095	0.284	dann
3.78872781172	99.8095238095	0.285	dann
3.78941278565	99.8095238095	0.286	dann
3.79009800731	99.8095238095	0.287	dann
3.79146919431	99.8095238095	0.288	dann
3.79256685847	99.8095238095	0.289	dann
3.79393983275	99.8095238095	0.29	dann
3.79476409458	99.8095238095	0.291	dann
3.79600115908	99.8095238095	0.292	dann
3.7972390304	99.8095238095	0.293	dann
3.79485320768	99.7142857143	0.294	dann
3.79595388297	99.7142857143	0.295	dann
3.79677980853	99.7142857143	0.296	dann
3.79829493923	99.7142857143	0.297	dann
